ID,cartel,fine_case,y0,appear_d,appear_fas,appear_3,ecm_arg,mark_reg,length_pages,len_days,app_cass,MicroP,SmallP,MedP,LargeP,MSP,final_y,fine
А40-159280/18,1,0,0,1,1,0,0,2,8,190,1,1,0,0,0,1,0,0
А32-24932/18,0,1,0,1,1,0,0,0,4,147,1,0,0,0,1,0,0,300000.00
А40-170514/18,0,1,1,1,1,0,0,3,12,122,2,0,0,0,1,0,1,163883610.00
А80-223/2018,1,0,1,1,1,0,0,2,19,231,2,0,0,0,1,0,1,0
А32-28672/18,0,1,0,1,1,0,0,1,9,123,1,0,0,0,1,0,0,300000.00
А25-299/2018,0,0,1,1,1,1,0,2,16,259,0,0,0,0,1,0,1,0
А44-7586/2018,0,0,0,1,1,0,0,2,7,156,1,0,1,0,0,1,0,0
А53-23808/2018,0,0,0,1,1,1,0,2,11,191,1,0,0,0,1,0,0,562500.00
А23-5643/2018,0,1,0,0,1,0,0,0,11,164,1,0,0,0,1,0,0,906136.87
А08-391/2017,0,1,0,1,1,0,0,2,6,177,0,1,0,0,0,1,0,100000.00
А32-32039/2018,0,1,0,1,1,0,0,0,7,153,1,0,0,0,1,0,0,100000.00
А56-90693/2018,1,1,1,1,1,0,0,1,9,203,1,1,0,0,0,1,1,293920.00
А73-16939/2018,0,1,0,1,1,0,0,1,12,70,1,0,0,0,1,0,0,650000.00
А12-28827/18,0,0,1,1,1,0,0,0,8,190,2,0,0,0,1,0,1,0
А36-9912/2018,0,0,1,1,1,0,0,1,8,64,0,1,0,0,0,1,1,0
А11-9124/2018,0,0,1,1,1,1,0,0,20,204,2,0,0,0,1,0,1,0
А56-84452/2018,0,0,1,1,1,0,0,1,5,206,2,0,1,0,0,1,1,0
А56-90958/2017,0,0,0,1,0,0,0,1,20,358,0,1,0,0,0,1,0,0
А34-9453/2017,1,1,0,0,1,0,0,1,6,454,0,1,0,0,0,1,0,117024.00
А82-2708/2018,0,0,1,1,1,0,0,0,9,232,0,0,0,0,1,0,1,0
А76-16732/2018,0,1,0,0,1,0,0,1,10,154,0,1,0,0,0,1,0,50000.00
А70-4565/2018,0,1,0,0,1,0,0,1,4,216,0,0,0,0,1,0,0,3808051.16
А06-7663/2018,0,1,1,1,1,0,0,1,5,96,0,1,0,0,0,1,1,0
А63-10699/2018,0,0,1,1,1,0,0,1,43,236,2,1,0,0,0,1,1,0
А40-196519/18,0,0,0,1,1,1,0,2,13,145,1,0,0,0,1,0,0,0
А76-23164/2018,1,1,1,0,1,0,0,2,14,179,1,1,0,0,0,1,1,224960.00
А69-2448/2018,0,0,0,0,1,0,0,2,18,172,1,0,0,1,0,1,0,0
А79-10328/2018,0,1,1,1,1,0,0,2,10,57,0,0,0,0,1,0,1,562500.00
А40-225915/18,0,0,0,1,1,1,0,2,12,167,1,0,0,0,1,0,0,0
А76-23165/2018,1,1,1,0,1,0,0,2,15,180,1,1,0,0,0,1,1,100000.00
А58-7693/2018,0,1,1,1,0,0,0,1,6,81,0,0,1,0,0,1,1,50000.00
А58-8460/2018,0,1,0,1,1,0,0,0,9,138,1,0,0,0,1,0,0,5040856.91
А50-27793/2018,0,0,0,1,1,0,0,0,7,156,1,0,0,0,1,0,0,0
А32-25339/2018,0,0,0,1,1,1,0,0,11,133,0,0,0,0,1,0,0,0
А56-59704/2018,0,1,0,1,1,0,0,2,5,154,0,0,0,0,1,0,0,100000.00
А40-219534/18,0,1,0,1,1,0,0,0,6,127,1,0,0,0,1,0,0,110147.90
А56-117909/2018,0,1,0,1,1,0,0,0,3,129,1,0,0,0,1,0,0,1582815.94
А45-32461/2018,0,1,0,1,1,0,0,0,13,154,1,0,1,0,0,1,0,835625.00
А15-3791/2018,0,1,1,1,1,0,0,2,6,164,1,0,0,0,1,0,1,1000000.00
А15-3793/2018,0,1,1,1,1,0,0,2,6,173,1,0,0,0,1,0,1,1000000.00
А15-3792/2018,0,1,1,1,1,0,0,2,6,171,1,0,0,0,1,0,1,1000000.00
А64-7408/2016,0,1,1,1,1,0,0,1,9,812,1,0,1,0,0,1,1,3638009.34
А68-10534/2018,0,0,0,1,1,1,0,0,17,172,1,0,0,0,1,0,0,562500.00
А33-22396/2018,0,1,0,0,0,0,0,1,11,199,1,1,0,0,0,1,0,100000.00
А23-1242/2018,1,1,0,1,1,0,0,2,20,357,1,1,0,0,0,1,0,659324.00
А45-12373/2018,1,0,0,1,1,0,0,2,15,291,1,1,0,0,0,1,0,0
А27-4548/2018,0,0,0,1,1,0,0,0,36,354,1,0,0,0,1,0,0,0
А66-2778/2018,1,1,1,0,1,0,0,1,8,280,0,1,0,0,0,1,1,624244.50
А66-3741/2018,1,1,1,0,1,0,0,1,7,265,0,1,0,0,0,1,1,144144.00
А56-44754/2018,0,1,1,1,0,0,0,0,5,218,0,0,0,0,1,0,1,650000.00
А33-22339/2018,0,1,0,0,0,0,0,1,11,202,1,1,0,0,0,1,0,100000.00
А60-44706/2018,0,1,0,1,1,0,0,1,8,174,1,1,0,0,0,1,0,274264.86
А09-11349/2018,0,1,0,1,1,0,0,3,7,23,0,0,0,0,1,0,0,15000.00
А57-17684/2018,0,0,0,1,1,0,0,1,17,176,1,1,0,0,0,1,0,0
А29-8711/2018,1,1,0,0,1,0,0,1,4,144,0,1,0,0,0,1,0,50000.00
А36-628/2018,0,1,0,1,1,0,0,0,17,309,0,0,0,0,1,0,0,15000.00
А06-7195/2018,0,0,1,1,1,0,0,0,8,243,2,0,0,0,1,0,0,0
А58-7847/2018,0,1,1,0,0,0,0,1,4,155,2,1,0,0,0,1,1,50000.00
А53-23309/18,0,1,0,0,1,0,0,0,4,241,1,0,0,0,1,0,0,2406297.00
А40-82871/18,0,0,0,1,1,0,0,2,10,330,1,0,0,0,1,0,0,0
А15-4017/2018,0,1,1,1,1,0,0,1,6,170,1,0,1,0,0,1,1,2682009.00
А53-23321/18,0,0,0,1,1,0,0,2,9,210,1,0,0,0,1,0,0,650000.00
А15-4019/2018,0,1,1,1,1,0,0,1,6,170,1,0,1,0,0,1,1,2682009.00
А15-4018/2018,0,1,1,1,1,0,0,1,6,170,1,0,1,0,0,1,1,2682009.00
А15-4025/2018,0,1,1,1,1,0,0,1,6,92,0,0,1,0,0,1,1,2682009.00
А34-5996/2018,0,0,0,1,1,1,0,0,24,272,1,0,0,0,1,0,0,0
А15-4020/2018,0,1,1,1,1,0,0,1,6,170,1,0,1,0,0,1,1,2682009.00
А56-21385/2018,1,0,1,1,1,0,0,1,9,278,0,0,1,0,0,1,1,0
А40-169776/18,0,0,0,1,1,1,0,2,11,213,1,0,0,0,1,0,0,0
А58-8539/2018,0,0,1,1,1,0,0,1,18,141,2,0,0,0,1,0,0,0
А23-1251/2018,1,1,0,1,1,0,0,2,21,344,1,1,0,0,0,1,0,1601207.76
А32-31431/18,0,0,0,1,1,1,0,1,9,216,1,0,0,0,1,0,0,0
А21-10057/2018,0,0,1,1,1,1,0,1,7,176,2,0,0,1,0,1,1,0
А35-526/2018,0,0,1,1,1,0,0,0,16,383,2,0,0,0,1,0,1,0
А61-3254/18,1,0,0,1,1,0,0,2,7,150,0,1,0,0,0,1,0,0
А38-4810/2018,0,0,0,1,1,0,0,1,25,179,0,1,0,0,0,1,0,0
А32-30610/18,0,1,0,1,1,0,0,0,6,188,1,0,0,0,1,0,0,100000.00
А80-255/2018,0,1,1,1,0,0,0,1,9,188,0,0,1,0,0,1,1,20000.00
А40-155601/18,1,1,0,1,1,0,0,1,6,237,1,0,0,0,1,0,0,2869796.52
А57-18543/2018,0,0,0,1,1,0,0,1,14,173,1,1,0,0,0,1,0,0
А32-39140/2018,0,1,0,1,1,0,0,0,14,51,0,0,0,1,0,1,0,311869.75
А32-25240/18,0,0,0,1,1,1,0,0,7,232,1,0,0,0,1,0,0,0
А32-22095/2018,0,0,0,1,1,0,0,1,14,237,1,0,0,0,1,0,0,0
А60-47465/2018,1,0,0,1,1,0,0,2,17,179,1,1,0,0,0,1,0,1880440.00
А68-7782/2018,1,0,0,1,1,0,0,2,21,154,0,1,0,0,0,1,0,0
А56-92512/2018,1,1,1,1,1,0,0,3,8,123,0,0,1,0,0,1,1,27087560.00
А04-3793/2018,1,1,1,1,1,0,0,1,11,213,0,1,0,0,0,1,1,538000.00
А04-3155/2018,1,1,0,0,1,0,0,1,10,233,0,1,0,0,0,1,0,150000.00
А18-2902/18,1,1,0,0,1,0,0,1,16,45,0,1,0,0,0,1,0,100000.00
А54-6637/2018,0,0,0,1,1,0,0,2,11,117,0,0,0,0,1,0,0,0
А04-2991/2018,1,1,0,0,1,0,0,1,10,237,0,1,0,0,0,1,0,30000.00
А07-16920/18,1,1,1,1,1,0,0,2,9,168,0,1,0,0,0,1,1,1469142.48
А31-12459/2018,0,0,0,1,1,0,0,0,12,145,1,0,1,0,0,1,0,0
А40-196616/18,0,1,0,1,1,0,0,2,6,187,1,0,1,0,0,1,0,31528400.00
А21-6347/2018,0,0,0,1,1,0,0,2,5,286,1,0,0,0,1,0,1,0
А65-28863/2018,0,0,0,1,1,0,0,1,9,161,1,1,0,0,0,1,1,0
А65-28856/2018,0,0,0,1,1,0,0,1,9,161,1,1,0,0,0,1,0,0
А58-9977/2017,0,1,1,1,1,0,0,2,13,420,1,0,0,0,1,0,1,737500.00
А51-14281/2018,1,0,0,1,1,1,0,2,33,238,1,0,1,0,0,1,0,0
А33-23430/2018,0,0,0,1,1,0,0,1,14,95,0,1,0,0,0,1,0,0
А11-11960/2018,0,0,0,1,1,0,0,2,20,81,0,0,0,0,1,0,0,0
А32-53864/2017,0,0,0,1,0,0,0,0,7,357,0,0,0,0,1,0,0,0
А29-16793/2017,0,1,0,1,1,0,0,1,3,371,0,0,0,0,1,0,0,143285.20
А79-15457/2017,0,0,0,1,1,0,0,2,9,350,0,0,0,0,1,0,0,0
А40-225909/18,0,0,0,1,1,1,0,0,13,154,1,0,0,0,1,0,0,0
А42-5590/2018,0,1,0,1,1,0,0,1,12,258,1,0,0,0,1,0,0,650000.00
А40-196524/18,0,0,0,1,1,0,0,0,13,105,0,0,0,0,1,0,0,0
А76-10888/2018,1,0,0,0,1,0,0,1,16,316,1,0,1,0,0,1,0,0
А51-15358/2018,0,0,0,1,1,0,0,0,25,223,1,0,0,0,1,0,0,0
А60-64430/2017,0,1,1,1,1,0,0,1,3,370,0,0,0,0,1,0,1,0
А31-12028/2018,0,1,1,1,1,0,0,2,10,79,0,0,0,0,1,0,1,650000.00
А73-17480/2018,0,0,0,1,1,1,0,3,14,126,1,0,0,0,1,0,0,0
А82-21687/2018,0,1,1,1,1,0,0,0,4,51,0,0,0,0,1,0,1,1173231.39
А31-12027/2018,0,1,1,1,1,0,0,2,10,79,0,0,0,0,1,0,1,650000.00
А39-5513/2018,0,0,1,1,1,0,0,0,27,154,0,0,0,0,1,0,1,143600.10
А33-22754/2018,0,0,0,1,1,1,0,1,9,119,0,0,0,1,0,1,0,0
А56-71359/2018,0,0,1,1,1,0,0,2,6,168,0,1,0,0,0,1,1,0
А40-144066/18,1,0,1,1,1,0,0,3,17,267,2,1,0,0,0,1,1,0
А40-274445/18,0,1,0,1,1,0,0,2,5,107,1,0,0,0,1,0,0,562500.00
А40-175570/18,0,0,1,1,1,1,0,0,8,136,0,0,0,0,1,0,1,0
А40-105330/18,0,0,1,1,1,1,0,0,15,307,2,0,0,0,1,0,1,0
А72-18757/2018,0,1,1,1,1,0,0,2,6,28,0,1,0,0,0,1,1,300000.00
А72-18758/2018,0,1,1,1,1,0,0,2,6,28,0,1,0,0,0,1,1,300000.00
А40-229419/18,0,1,1,1,1,0,0,0,3,75,0,0,0,0,1,0,1,300000.00
А56-110529/2018,1,1,0,1,1,0,0,1,5,84,0,1,0,0,0,1,0,0
А40-225911/18,0,0,0,1,1,1,0,0,13,169,1,0,0,0,1,0,0,0
А56-92575/2018,1,1,1,1,1,0,0,3,8,144,0,1,0,0,0,1,1,4442644.00
А40-245834/18,0,0,0,1,1,0,1,3,6,134,1,0,0,0,1,0,0,0
А23-892/2018,1,1,0,1,1,0,0,2,20,393,1,1,0,0,0,1,0,261922.88
А23-923/2018,1,1,0,1,1,0,0,2,20,386,1,1,0,0,0,1,0,3843761.68
А58-9641/2017,0,0,0,1,1,1,0,0,12,34,0,0,0,0,1,0,0,0
А66-17398/2018,0,0,0,1,1,0,1,2,8,48,0,0,0,0,1,0,0,0
А22-6822/2017,0,0,1,1,1,0,0,0,20,346,0,0,0,0,1,0,1,0
А56-28816/2018,1,1,1,1,1,0,0,1,3,279,0,0,1,0,0,1,1,1000000.00
А58-6339/2018,0,0,1,1,1,1,0,0,19,234,2,0,0,0,1,0,1,0
А82-20227/2018,0,1,0,1,1,0,0,1,7,75,0,0,1,0,0,1,0,0
А42-9403/2018,1,1,1,1,1,0,0,2,12,56,0,0,1,0,0,1,1,3482920.00
А82-1718/2017,1,1,1,1,1,0,0,2,11,763,2,0,1,0,0,1,1,100000.00
А82-1593/2017,1,1,1,1,1,0,0,2,11,767,2,0,0,0,1,0,1,100000.00
А60-49032/2018,0,1,1,1,1,0,0,0,6,124,0,0,0,0,1,0,1,487134031.21
А43-19924/2018,0,0,1,1,1,0,0,0,8,210,0,0,0,0,1,0,1,0
А05-13655/2018,1,1,0,,,0,0,1,,59,0,1,0,0,0,1,0,100000.00
А60-54827/2018,0,0,0,1,1,0,0,1,15,91,0,0,0,0,1,0,0,0
А35-10181/2015,1,0,1,1,1,0,1,1,35,1127,0,0,0,1,0,1,1,0
А51-23448/2018,0,1,1,1,1,0,0,0,12,48,0,0,1,0,0,1,1,5665671.00
А56-118925/2018,0,0,1,1,1,1,0,2,17,86,0,0,1,0,0,1,1,0
А56-142123/2018,1,1,1,1,1,0,0,2,6,36,0,0,0,0,1,0,1,60000000.00
А51-16724/2018,0,0,0,1,1,0,0,1,25,138,0,1,0,0,0,1,0,0
А43-26190/2018,0,0,0,1,1,0,0,0,8,153,0,0,0,0,1,0,0,0
А33-30240/2018,1,1,0,1,1,0,0,1,6,51,0,0,0,0,1,0,0,1241882.91
А43-26191/2018,0,0,0,1,1,0,0,0,10,153,0,0,0,0,1,0,0,0
А14-2587/2017,0,0,0,1,1,0,0,0,17,118,0,0,0,0,1,0,0,0
А33-16766/2018,1,0,1,1,1,0,1,2,9,179,0,1,0,0,0,1,1,0
А66-17399/2018,0,0,0,1,1,0,0,2,7,62,0,0,0,0,1,0,0,0
А53-22976/2018,0,0,0,1,1,1,0,1,10,146,0,0,0,1,0,1,0,0
А31-11183/2018,0,0,0,1,1,0,0,1,8,113,0,1,0,0,0,1,0,0
А35-8183/2018,0,1,1,1,1,0,0,1,16,80,0,0,1,0,0,1,1,11539720.00
А27-13537/2018,0,0,0,1,1,0,0,0,15,172,0,0,0,0,1,0,0,0
А58-10283/2018,1,1,0,1,1,0,0,1,36,119,2,0,0,0,1,0,1,1138308.27
А53-18220/2018,0,0,1,1,1,1,0,2,11,184,0,0,0,0,1,0,1,737500.00
А65-24864/2018,1,0,0,1,1,0,0,1,12,195,1,0,0,0,1,0,0,0
А11-4819/2018,0,1,0,0,1,0,0,1,10,255,0,1,0,0,0,1,0,100000.00
А40-242470/18,0,0,1,1,0,0,0,0,14,75,0,0,0,0,1,0,1,0
А07-14581/18,1,1,1,1,0,0,1,2,12,206,0,0,0,1,0,1,1,4826500.00
А40-267710/2018,0,1,0,1,1,0,0,0,6,92,1,0,0,0,1,0,0,650000.00
А07-32124/2017,0,1,0,1,1,1,0,1,5,421,0,1,0,0,0,1,0,100000.00
А80-311/2018,1,1,1,1,0,0,0,1,9,188,0,0,1,0,0,1,1,20000.00
А40-195107/2018,0,1,0,1,1,0,0,0,9,182,1,0,0,0,1,0,0,116668.72
А17-3223/2017,1,0,1,0,1,0,0,2,6,678,2,0,1,0,0,1,1,0
А40-193988/18,0,0,0,1,1,0,0,0,9,101,0,0,0,0,1,0,0,0
